,API,F0,cf_high,cf_low,comps,decoding_type,delta_theta,dur,dur_ramp,fs,harmonicity,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,result,roving_type
0,[0.],176.66805645445413,1943.3486209989956,883.3402822722707,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,47.72442468791052,Zilany2014,Zilany2014,40.0,51.0,40.0,0.3228017817699957,none
1,[0.],195.25021006277245,2147.752310690497,976.2510503138623,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,47.929405972484574,Zilany2014,Zilany2014,40.0,51.0,40.0,0.28983687438629935,none
2,[0.],215.78685640539103,2373.6554204593012,1078.934282026955,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,48.84668096100693,Zilany2014,Zilany2014,40.0,51.0,40.0,0.3556526813981782,none
3,[0.],238.48357132292253,2623.319284552148,1192.4178566146127,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,50.25647199162987,Zilany2014,Zilany2014,40.0,51.0,40.0,0.4559491639282722,none
4,[0.],263.567553364268,2899.243087006948,1317.83776682134,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,51.11795854297132,Zilany2014,Zilany2014,40.0,51.0,40.0,0.4179015653580063,none
5,[0.],291.2898980884604,3204.1888789730647,1456.449490442302,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,50.99877222435953,Zilany2014,Zilany2014,40.0,51.0,40.0,0.5507970839313224,none
6,[0.],321.9281115802507,3541.2092273827575,1609.6405579012535,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,50.08353226943191,Zilany2014,Zilany2014,40.0,51.0,40.0,0.4720718992027685,none
7,[0.],355.78888834020944,3913.677771742304,1778.9444417010473,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,48.70087320773526,Zilany2014,Zilany2014,40.0,51.0,40.0,0.6140416609664998,none
8,[0.],393.21118135657645,4325.3229949223405,1966.0559067828822,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,47.243707257190316,Zilany2014,Zilany2014,40.0,51.0,40.0,0.6556119451819907,none
9,[0.],434.56959509086647,4780.265545999531,2172.8479754543323,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,45.82534660999041,Zilany2014,Zilany2014,40.0,51.0,40.0,0.6738005716641361,none
10,[0.],480.27813534169,5283.05948875859,2401.39067670845,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,44.39657955119893,Zilany2014,Zilany2014,40.0,51.0,40.0,0.7135008261959617,none
11,[0.],530.7943535236503,5838.7378887601535,2653.9717676182518,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,42.96831848683961,Zilany2014,Zilany2014,40.0,51.0,40.0,0.7316840944310836,none
12,[0.],586.6239268463596,6452.863195309956,2933.119634231798,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,41.60399309617546,Zilany2014,Zilany2014,40.0,51.0,40.0,0.7757054462355256,none
13,[0.],648.3257202420679,7131.582922662747,3241.628601210339,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,40.50614153400249,Zilany2014,Zilany2014,40.0,51.0,40.0,0.8413421994670615,none
14,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,39.87458796405344,Zilany2014,Zilany2014,40.0,51.0,40.0,0.8984390659656952,none
15,[0.],791.8815200973457,8710.696721070803,3959.407600486729,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,39.63635223683202,Zilany2014,Zilany2014,40.0,51.0,40.0,0.9056181795694208,none
16,[0.],875.17254814933,9626.89802964263,4375.86274074665,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,39.7611214338582,Zilany2014,Zilany2014,40.0,51.0,40.0,0.9089798772429695,none
17,[0.],967.2242243259274,10639.466467585202,4836.121121629637,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,40.69583774187444,Zilany2014,Zilany2014,40.0,51.0,40.0,0.9503389817645369,none
18,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,42.67751829487255,Zilany2014,Zilany2014,40.0,51.0,40.0,1.0916915944331202,none
19,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,44.97720817264995,Zilany2014,Zilany2014,40.0,51.0,40.0,1.2335922998827593,none
20,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,46.99566586349379,Zilany2014,Zilany2014,40.0,51.0,40.0,1.3944785859704831,none
21,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,48.865164487789535,Zilany2014,Zilany2014,40.0,51.0,40.0,1.490572475543428,none
22,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,50.73619056988742,Zilany2014,Zilany2014,40.0,51.0,40.0,1.609797368420941,none
23,[0.],1762.495576511835,19387.451341630185,8812.477882559175,[ 6.3  7.3  8.3  9.3 10.3],RP,[0.001],0.1,0.01,200000.0,0.3,52.594091411120644,Zilany2014,Zilany2014,40.0,51.0,40.0,1.856411601015352,none
