,API,F0,cf_high,cf_low,comps,decoding_type,delta_theta,dur,dur_ramp,fs,fs_synapse,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,parity,result,roving_type
0,[0.],176.66805645445413,1943.3486209989956,883.3402822722707,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,27.72442468791052,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.2170369724476657,none
1,[0.],176.66805645445413,1943.3486209989956,883.3402822722707,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,47.72442468791052,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.23651553954987975,none
2,[0.],176.66805645445413,1943.3486209989956,883.3402822722707,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,67.72442468791051,Zilany2014,Zilany2014,40.0,51.0,60.0,even,0.21650314054893127,none
3,[0.],195.25021006277245,2147.752310690497,976.2510503138623,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,27.929405972484574,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.2059187257892789,none
4,[0.],195.25021006277245,2147.752310690497,976.2510503138623,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,47.929405972484574,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.26725276807114623,none
5,[0.],195.25021006277245,2147.752310690497,976.2510503138623,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,67.92940597248457,Zilany2014,Zilany2014,40.0,51.0,60.0,even,0.36849455003318,none
6,[0.],215.78685640539103,2373.6554204593012,1078.934282026955,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,28.846680961006932,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.22705718586104953,none
7,[0.],215.78685640539103,2373.6554204593012,1078.934282026955,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,48.84668096100693,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.3417891273643847,none
8,[0.],215.78685640539103,2373.6554204593012,1078.934282026955,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,68.84668096100694,Zilany2014,Zilany2014,40.0,51.0,60.0,even,0.6380120843631636,none
9,[0.],238.48357132292253,2623.319284552148,1192.4178566146127,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,30.256471991629873,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.2416608504247808,none
10,[0.],238.48357132292253,2623.319284552148,1192.4178566146127,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,50.25647199162987,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.4849783776994288,none
11,[0.],238.48357132292253,2623.319284552148,1192.4178566146127,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,70.25647199162987,Zilany2014,Zilany2014,40.0,51.0,60.0,even,0.5866485911880139,none
12,[0.],263.567553364268,2899.243087006948,1317.83776682134,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,31.117958542971323,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.2542076463732793,none
13,[0.],263.567553364268,2899.243087006948,1317.83776682134,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,51.11795854297132,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.47077552513327486,none
14,[0.],263.567553364268,2899.243087006948,1317.83776682134,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,71.11795854297132,Zilany2014,Zilany2014,40.0,51.0,60.0,even,0.9175793249481596,none
15,[0.],291.2898980884604,3204.1888789730647,1456.449490442302,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,30.998772224359527,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.26069363681382535,none
16,[0.],291.2898980884604,3204.1888789730647,1456.449490442302,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,50.99877222435953,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.49372274978257913,none
17,[0.],291.2898980884604,3204.1888789730647,1456.449490442302,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,70.99877222435953,Zilany2014,Zilany2014,40.0,51.0,60.0,even,0.9596522288756887,none
18,[0.],321.9281115802507,3541.2092273827575,1609.6405579012535,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,30.083532269431913,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.26464659254257217,none
19,[0.],321.9281115802507,3541.2092273827575,1609.6405579012535,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,50.08353226943191,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.49815142162134773,none
20,[0.],321.9281115802507,3541.2092273827575,1609.6405579012535,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,70.08353226943191,Zilany2014,Zilany2014,40.0,51.0,60.0,even,1.1973361755201555,none
21,[0.],355.78888834020944,3913.677771742304,1778.9444417010473,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,28.700873207735263,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.27837928681088336,none
22,[0.],355.78888834020944,3913.677771742304,1778.9444417010473,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,48.70087320773526,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.5361638800409702,none
23,[0.],355.78888834020944,3913.677771742304,1778.9444417010473,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,68.70087320773527,Zilany2014,Zilany2014,40.0,51.0,60.0,even,1.224682763157985,none
24,[0.],393.21118135657645,4325.3229949223405,1966.0559067828822,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,27.243707257190316,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.2880948927197767,none
25,[0.],393.21118135657645,4325.3229949223405,1966.0559067828822,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,47.243707257190316,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.5737084999613895,none
26,[0.],393.21118135657645,4325.3229949223405,1966.0559067828822,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,67.24370725719032,Zilany2014,Zilany2014,40.0,51.0,60.0,even,1.2995970643822938,none
27,[0.],434.56959509086647,4780.265545999531,2172.8479754543323,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,25.825346609990415,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.30010079020399355,none
28,[0.],434.56959509086647,4780.265545999531,2172.8479754543323,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,45.82534660999041,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.608738477344296,none
29,[0.],434.56959509086647,4780.265545999531,2172.8479754543323,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,65.82534660999042,Zilany2014,Zilany2014,40.0,51.0,60.0,even,1.4586702065092862,none
30,[0.],480.27813534169,5283.05948875859,2401.39067670845,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,24.396579551198933,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.3144415739903794,none
31,[0.],480.27813534169,5283.05948875859,2401.39067670845,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,44.39657955119893,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.6156173087365636,none
32,[0.],480.27813534169,5283.05948875859,2401.39067670845,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,64.39657955119893,Zilany2014,Zilany2014,40.0,51.0,60.0,even,1.5322496716707743,none
33,[0.],530.7943535236503,5838.7378887601535,2653.9717676182518,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,22.96831848683961,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.32386846481195575,none
34,[0.],530.7943535236503,5838.7378887601535,2653.9717676182518,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,42.96831848683961,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.6382386576667768,none
35,[0.],530.7943535236503,5838.7378887601535,2653.9717676182518,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,62.96831848683961,Zilany2014,Zilany2014,40.0,51.0,60.0,even,1.7507105291960483,none
36,[0.],586.6239268463596,6452.863195309956,2933.119634231798,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,21.603993096175458,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.335717391672746,none
37,[0.],586.6239268463596,6452.863195309956,2933.119634231798,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,41.60399309617546,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.687709474676941,none
38,[0.],586.6239268463596,6452.863195309956,2933.119634231798,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,61.60399309617546,Zilany2014,Zilany2014,40.0,51.0,60.0,even,1.9442740417743505,none
39,[0.],648.3257202420679,7131.582922662747,3241.628601210339,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,20.506141534002488,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.3459431337837798,none
40,[0.],648.3257202420679,7131.582922662747,3241.628601210339,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,40.50614153400249,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.7345692592615647,none
41,[0.],648.3257202420679,7131.582922662747,3241.628601210339,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,60.50614153400249,Zilany2014,Zilany2014,40.0,51.0,60.0,even,2.2122193231260994,none
42,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,19.87458796405344,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.3585268615050973,none
43,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,39.87458796405344,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.8371504752843432,none
44,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,59.87458796405344,Zilany2014,Zilany2014,40.0,51.0,60.0,even,2.649172203361992,none
45,[0.],791.8815200973457,8710.696721070803,3959.407600486729,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,19.636352236832014,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.37581751610837016,none
46,[0.],791.8815200973457,8710.696721070803,3959.407600486729,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,39.63635223683202,Zilany2014,Zilany2014,40.0,51.0,40.0,even,0.9452730736149415,none
47,[0.],791.8815200973457,8710.696721070803,3959.407600486729,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,59.63635223683202,Zilany2014,Zilany2014,40.0,51.0,60.0,even,3.3721371386740624,none
48,[0.],875.17254814933,9626.89802964263,4375.86274074665,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,19.7611214338582,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.4078771820966305,none
49,[0.],875.17254814933,9626.89802964263,4375.86274074665,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,39.7611214338582,Zilany2014,Zilany2014,40.0,51.0,40.0,even,1.0474578343358365,none
50,[0.],875.17254814933,9626.89802964263,4375.86274074665,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,59.7611214338582,Zilany2014,Zilany2014,40.0,51.0,60.0,even,4.348230375824712,none
51,[0.],967.2242243259274,10639.466467585202,4836.121121629637,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,20.695837741874442,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.44431408147602436,none
52,[0.],967.2242243259274,10639.466467585202,4836.121121629637,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,40.69583774187444,Zilany2014,Zilany2014,40.0,51.0,40.0,even,1.1403351117531022,none
53,[0.],967.2242243259274,10639.466467585202,4836.121121629637,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,60.69583774187444,Zilany2014,Zilany2014,40.0,51.0,60.0,even,5.581194060710456,none
54,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,22.677518294872545,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.47495963556263837,none
55,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,42.67751829487255,Zilany2014,Zilany2014,40.0,51.0,40.0,even,1.2551600530392835,none
56,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,62.67751829487255,Zilany2014,Zilany2014,40.0,51.0,60.0,even,7.661015628845201,none
57,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,24.977208172649956,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.5154344310683546,none
58,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,44.97720817264995,Zilany2014,Zilany2014,40.0,51.0,40.0,even,1.357128084744535,none
59,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,64.97720817264995,Zilany2014,Zilany2014,40.0,51.0,60.0,even,10.152893100572056,none
60,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,26.99566586349379,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.556559059879381,none
61,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,46.99566586349379,Zilany2014,Zilany2014,40.0,51.0,40.0,even,1.4772891962052686,none
62,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,66.9956658634938,Zilany2014,Zilany2014,40.0,51.0,60.0,even,13.772674523510913,none
63,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,28.865164487789535,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.5914034685227539,none
64,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,48.865164487789535,Zilany2014,Zilany2014,40.0,51.0,40.0,even,1.5348589370843664,none
65,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,68.86516448778953,Zilany2014,Zilany2014,40.0,51.0,60.0,even,18.072358385923792,none
66,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,30.73619056988742,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.6309470195671885,none
67,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,50.73619056988742,Zilany2014,Zilany2014,40.0,51.0,40.0,even,1.6049365418108634,none
68,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,70.73619056988741,Zilany2014,Zilany2014,40.0,51.0,60.0,even,18.695879483055453,none
69,[0.],1762.495576511835,19387.451341630185,8812.477882559175,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,32.594091411120644,Zilany2014,Zilany2014,40.0,51.0,20.0,even,0.6757854504397292,none
70,[0.],1762.495576511835,19387.451341630185,8812.477882559175,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,52.594091411120644,Zilany2014,Zilany2014,40.0,51.0,40.0,even,1.7084419005173774,none
71,[0.],1762.495576511835,19387.451341630185,8812.477882559175,[ 6  8 10],RP,[0.001],0.1,0.01,200000.0,50000.0,72.59409141112064,Zilany2014,Zilany2014,40.0,51.0,60.0,even,17.822018247869202,none
